name,address,phone_number,website,type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Restaurant Bharati,"19 Av. de la République, Maisons-Alfort",01 49 77 61 71,https://www.bharati94.fr/,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Saturday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Sunday: 12:00 – 2:30 PM, 6:00 – 10:00 PM"
Resto Giovanni,"45 D19, Maisons-Alfort",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Le Bonheur Thaï,"45 Av. du Maréchal de Lattre de Tassigny, Créteil",01 42 07 15 45,Not Available,restaurant,"Monday: 11:00 AM – 2:30 PM, 6:00 – 10:30 PM","Tuesday: 11:00 AM – 2:30 PM, 6:00 – 10:30 PM","Wednesday: 11:00 AM – 2:30 PM, 6:00 – 10:30 PM","Thursday: 11:00 AM – 2:30 PM, 6:00 – 10:30 PM","Friday: 11:00 AM – 2:30 PM, 6:00 – 10:30 PM","Saturday: 11:00 AM – 2:30 PM, 6:00 – 10:30 PM",Sunday: 6:00 – 10:30 PM
La Nonna,"15 Av. du Général-Leclerc, Maisons-Alfort",09 73 29 77 45,https://www.instagram.com/lanonna_94/?hl=fr,restaurant,Monday: 7:00 AM – 12:00 AM,Tuesday: 7:00 AM – 12:00 AM,Wednesday: 7:00 AM – 12:00 AM,Thursday: 7:00 AM – 12:00 AM,Friday: 7:00 AM – 12:00 AM,Saturday: 9:00 AM – 12:00 AM,Sunday: 10:00 AM – 5:00 PM
Restaurant No time's,"163 Rue Jean Jaurès, Maisons-Alfort",01 89 11 47 47,https://www.restaurant-notimes.fr/,restaurant,"Monday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Tuesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Wednesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Thursday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Friday: 12:00 – 3:00 PM, 7:00 PM – 12:00 AM",Saturday: 7:00 PM – 12:00 AM,Sunday: Closed
Vite et Bien,"4 Rue Paul Verlaine, Saint-Maurice",01 45 11 99 99,Not Available,meal_takeaway,"Monday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Tuesday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Wednesday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Thursday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Friday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Saturday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Sunday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM"
Brasserie Le Paris - Restaurant & Pub,"5 Rue de Paris, Créteil",01 48 99 52 79,Not Available,restaurant,Monday: 7:00 AM – 12:00 AM,Tuesday: 7:00 AM – 12:00 AM,Wednesday: 7:00 AM – 12:00 AM,Thursday: 7:00 AM – 12:00 AM,Friday: 7:00 AM – 2:00 AM,Saturday: 7:00 AM – 2:00 AM,Sunday: 7:00 AM – 12:00 AM
La Résidence,"139 bis Rue Jean Jaurès, Maisons-Alfort",01 43 75 29 38,http://restaurantlaresidence.com/lequipe.php,restaurant,Monday: 9:00 AM – 6:00 PM,Tuesday: 9:00 AM – 6:00 PM,Wednesday: 9:00 AM – 6:00 PM,Thursday: 9:00 AM – 6:00 PM,Friday: 9:00 AM – 2:00 AM,Saturday: 9:00 AM – 2:00 AM,Sunday: 10:00 AM – 5:00 PM
Le Palais des Délices,"54 Rue de Reims, Maisons-Alfort",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Restaurant Pizzeria O'Fresco,"4 Rue Jules Cuillerier, Alfortville",01 56 29 03 26,https://www.ofresco.fr/,store,"Monday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Tuesday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Wednesday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Thursday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Friday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Saturday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM","Sunday: 11:00 AM – 3:00 PM, 6:00 – 11:00 PM"
Shanto restaurant,"8 Rue des Camélias, Alfortville",09 50 19 51 61,https://shantorestaurant-traiteur.fr/,restaurant,Monday: Closed,Tuesday: 10:00 AM – 9:30 PM,Wednesday: 10:00 AM – 9:30 PM,Thursday: 10:00 AM – 9:30 PM,Friday: 10:00 AM – 9:30 PM,Saturday: 10:00 AM – 9:30 PM,Sunday: 10:00 AM – 3:00 PM
Les Petits Plats,"175 Pl. Jean Jaurès, Alfortville",06 67 99 87 17,https://www.lespetitsplatsalfortville.fr/,restaurant,"Monday: 11:30 AM – 3:00 PM, 6:00 – 10:00 PM","Tuesday: 11:30 AM – 3:00 PM, 6:00 – 10:00 PM","Wednesday: 11:30 AM – 3:00 PM, 6:00 – 10:00 PM","Thursday: 11:30 AM – 3:00 PM, 6:00 – 10:00 PM","Friday: 11:30 AM – 3:00 PM, 6:00 – 10:00 PM","Saturday: 11:30 AM – 3:00 PM, 6:00 – 10:00 PM",Sunday: Closed
Chez Giovanni,"4 Av. du Général-Leclerc, Maisons-Alfort",01 72 46 65 26,http://chezgiovanni-lafavorita.eatbu.com/,restaurant,"Monday: 11:00 AM – 4:00 PM, 6:00 – 11:00 PM","Tuesday: 11:00 AM – 4:00 PM, 6:00 – 11:00 PM","Wednesday: 11:00 AM – 4:00 PM, 6:00 – 11:00 PM","Thursday: 11:00 AM – 4:00 PM, 6:00 – 11:00 PM","Friday: 11:00 AM – 4:00 PM, 6:00 – 11:00 PM","Saturday: 11:00 AM – 4:00 PM, 6:00 – 11:00 PM","Sunday: 11:00 AM – 4:00 PM, 6:00 – 11:00 PM"
Concorde,"67 Rue Victor Hugo, Alfortville",09 52 69 67 74,http://concordealfortville.eatbu.com/,restaurant,Monday: 6:00 AM – 12:00 AM,Tuesday: 6:00 AM – 12:00 AM,Wednesday: 6:00 AM – 12:00 AM,Thursday: 6:00 AM – 12:00 AM,Friday: 6:00 AM – 12:00 AM,Saturday: 6:00 AM – 12:00 AM,Sunday: Closed
Restaurant Chez Dodo Les Retrouvailles,"2 bis Bd Carnot, Alfortville",07 53 43 48 70,Not Available,restaurant,Monday: 5:00 PM – 12:00 AM,Tuesday: 5:00 PM – 12:00 AM,Wednesday: 5:00 PM – 12:00 AM,Thursday: 5:00 PM – 12:00 AM,Friday: 5:00 PM – 12:00 AM,Saturday: 5:00 PM – 2:00 AM,Sunday: 5:00 PM – 1:00 AM
L'Addict,"4 Pl. François Mitterrand, Alfortville",01 43 75 24 48,https://laddict.eatbu.com/,restaurant,Monday: 7:00 AM – 12:00 AM,Tuesday: 7:00 AM – 12:00 AM,Wednesday: 7:00 AM – 12:00 AM,Thursday: 7:00 AM – 12:00 AM,Friday: 7:00 AM – 12:00 AM,Saturday: 7:00 AM – 12:00 AM,Sunday: 7:00 AM – 12:00 AM
La Petite Table de Saïgon,"2 Av. Joffre, Maisons-Alfort",01 43 68 76 81,Not Available,restaurant,"Monday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Tuesday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Thursday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Friday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Saturday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM",Sunday: Closed
Veni Vidi Vici,"16 Cr des Juilliottes, Maisons-Alfort",01 43 78 61 18,https://restaurantvvv.fr/,restaurant,Monday: 12:00 – 2:30 PM,"Tuesday: 12:00 – 2:30 PM, 7:00 – 9:45 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 9:45 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 9:45 PM","Friday: 12:00 – 2:30 PM, 7:00 – 9:45 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 9:45 PM",Sunday: Closed
Casa Bella,"71 Av. Georges Clemenceau, Maisons-Alfort",01 48 93 02 13,Not Available,restaurant,"Monday: 12:00 – 2:45 PM, 7:00 – 11:00 PM","Tuesday: 12:00 – 2:45 PM, 7:00 – 11:00 PM","Wednesday: 12:00 – 2:45 PM, 7:00 – 11:00 PM","Thursday: 12:00 – 2:45 PM, 7:00 – 11:00 PM","Friday: 12:00 – 2:45 PM, 7:00 – 11:30 PM","Saturday: 12:00 – 2:45 PM, 7:00 – 11:30 PM","Sunday: 12:00 – 2:45 PM, 7:00 – 11:00 PM"
Pizza de Venise,"2 Pl. Salanson, Maisons-Alfort",01 43 76 71 68,http://www.pizzavenise94.com/,restaurant,"Monday: 10:30 AM – 2:30 PM, 6:30 – 11:00 PM","Tuesday: 10:30 AM – 2:30 PM, 6:30 – 11:00 PM","Wednesday: 10:30 AM – 2:30 PM, 6:30 – 11:00 PM","Thursday: 10:30 AM – 2:30 PM, 6:30 – 11:00 PM","Friday: 10:30 AM – 2:30 PM, 6:30 – 11:00 PM","Saturday: 10:30 AM – 2:30 PM, 6:30 – 11:00 PM",Sunday: Closed
Rajpoot Créteil,"85-87 Av. du Général de Gaulle, Créteil",01 43 39 00 05,https://nojyk.com/get-menu?restaurant=FR940JZI3&ccOrDelivery=1,restaurant,"Monday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Tuesday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Wednesday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Thursday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Friday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Saturday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Sunday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM"
Le Lotus Bleu,"33 Av. du Général de Gaulle, Maisons-Alfort",01 43 75 52 68,https://le-lotus-bleu-maisons-alfort.fr/fr,restaurant,Monday: Closed,"Tuesday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Wednesday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Thursday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Friday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Saturday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Sunday: 12:00 – 3:00 PM, 6:30 – 11:00 PM"
Restaurant Erevan,"127 Rue Etienne Dolet, Alfortville",09 83 29 76 24,Not Available,restaurant,Monday: 11:00 AM – 6:00 PM,Tuesday: 11:00 AM – 6:00 PM,Wednesday: 11:00 AM – 6:00 PM,Thursday: 11:00 AM – 6:00 PM,Friday: 11:00 AM – 6:00 PM,Saturday: 11:00 AM – 6:00 PM,Sunday: Closed
Le coq d’or,"160 Rue Jean Jaurès, Maisons-Alfort",09 84 18 60 17,Not Available,meal_takeaway,Monday: 11:45 AM – 10:00 PM,Tuesday: 11:45 AM – 10:00 PM,Wednesday: 11:45 AM – 10:00 PM,Thursday: 11:45 AM – 10:00 PM,Friday: 11:45 AM – 10:00 PM,Saturday: 11:45 AM – 10:00 PM,Sunday: 5:30 – 10:00 PM
Pizza Blanqui,"71 Quai Blanqui, Alfortville",01 43 68 50 45,http://www.pizzablanqui.fr/,restaurant,"Monday: 12:00 – 2:30 PM, 6:30 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 6:30 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 6:30 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 6:30 – 10:30 PM","Friday: 12:00 – 2:30 PM, 6:30 – 11:00 PM","Saturday: 12:00 – 2:30 PM, 6:30 – 11:00 PM","Sunday: 12:00 – 2:30 PM, 6:30 – 11:00 PM"
Pizzeria Jazz,"34 Av. du Général-Leclerc, Maisons-Alfort",01 45 18 02 76,https://pizzeria-jazz.fr/,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:30 PM, 6:30 – 11:00 PM","Wednesday: 12:00 – 2:30 PM, 6:30 – 11:00 PM","Thursday: 12:00 – 2:30 PM, 6:30 – 11:00 PM","Friday: 12:00 – 2:30 PM, 6:30 – 11:00 PM","Saturday: 12:00 – 2:30 PM, 6:30 – 11:00 PM","Sunday: 12:00 – 2:30 PM, 6:30 – 11:00 PM"
LE RESTAURANT,"213 Rue Jean Jacques Rousseau, Issy-les-Moulineaux",Not Available,https://restaurants.accor.com/fr/restaurant-7848_R001-le-restaurant-issy-les-moulineaux.shtml,restaurant,"Monday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Tuesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Wednesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Thursday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Friday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Saturday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Sunday: 12:00 – 2:00 PM, 7:00 – 10:00 PM"
Restaurant Manufacture,"20 Esp. de la Manufacture, Issy-les-Moulineaux",01 40 93 08 98,http://www.restaurantmanufacture.fr/,restaurant,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM",Saturday: Closed,Sunday: Closed
L'Epopée,"89 Av. Emile Zola, Paris",01 45 77 71 37,http://lepopee.fr/,restaurant,"Monday: 11:45 AM – 2:00 PM, 6:45 – 10:00 PM","Tuesday: 11:45 AM – 2:00 PM, 6:45 – 10:00 PM","Wednesday: 11:45 AM – 2:00 PM, 6:45 – 10:00 PM","Thursday: 11:45 AM – 2:00 PM, 6:45 – 10:00 PM","Friday: 11:45 AM – 2:00 PM, 6:45 – 10:00 PM","Saturday: 11:45 AM – 2:00 PM, 6:45 – 10:00 PM",Sunday: Closed
Restaurant Le 16.9E Rooftop / potager urbain / bar lounge,"37 Pl. René Clair, Boulogne-Billancourt",01 49 10 49 50,https://restaurantsandbars.accor.com/fr/restaurant/6188_r001?utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps&y_source=1_MjQ4NTg1MTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,restaurant,"Monday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 6:00 – 10:30 PM",Saturday: Closed,Sunday: Closed
iL MiDi - Restaurant Issy les Moulineaux,"3 Rue Michel Jazy, Issy-les-Moulineaux",01 40 95 80 94,https://il-midi.business.site/?utm_medium=referral&utm_source=gmb,restaurant,Monday: 8:00 AM – 3:00 PM,Tuesday: 8:00 AM – 3:00 PM,Wednesday: 8:00 AM – 3:00 PM,Thursday: 8:00 AM – 3:00 PM,Friday: 8:00 AM – 3:00 PM,Saturday: Closed,Sunday: Closed
La Passerelle,"172 Quai de Stalingrad, Issy-les-Moulineaux",01 46 48 80 81,http://www.lapasserelle-issy.com/,restaurant,"Monday: 12:00 – 1:15 PM, 7:00 – 9:15 PM","Tuesday: 12:00 – 1:15 PM, 7:00 – 9:15 PM","Wednesday: 12:00 – 1:15 PM, 7:00 – 9:15 PM","Thursday: 12:00 – 1:15 PM, 7:00 – 9:15 PM","Friday: 12:00 – 1:15 PM, 7:00 – 9:15 PM",Saturday: Closed,Sunday: Closed
Restaurant Villa Murat,"131 Bd Murat, Paris",01 46 51 26 68,https://www.restaurant-villamurat.com/,restaurant,Monday: 9:00 AM – 11:30 PM,Tuesday: 9:00 AM – 11:30 PM,Wednesday: 9:00 AM – 11:30 PM,Thursday: 9:00 AM – 11:30 PM,Friday: 9:00 AM – 11:30 PM,Saturday: 9:00 AM – 11:30 PM,Sunday: Closed
Le Poivre Rose - Restaurant,"191 Av. de Versailles, Paris",01 45 04 66 20,https://le-poivre-rose-paris.com/fr,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Sunday: 12:00 – 2:30 PM, 7:00 – 10:30 PM"
Restaurant Iannello,"17 Boulevard Exelmans, Paris",01 46 47 80 08,http://www.iannello.fr/,restaurant,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 10:30 PM",Sunday: Closed
Le Murier,"42 Rue Olivier de Serres, Paris",01 45 32 81 88,https://le-murier.metro.rest/,liquor_store,"Monday: 12:00 – 2:00 PM, 7:30 – 9:30 PM","Tuesday: 12:00 – 2:00 PM, 7:30 – 9:30 PM","Wednesday: 12:00 – 2:00 PM, 7:30 – 9:30 PM","Thursday: 12:00 – 2:00 PM, 7:30 – 9:30 PM","Friday: 12:00 – 2:00 PM, 7:30 – 9:30 PM",Saturday: Closed,Sunday: Closed
Restaurant Good,"36 Av. Edouard Vaillant, Boulogne-Billancourt",Not Available,Not Available,restaurant,Monday: 11:00 AM – 2:00 PM,Tuesday: 11:00 AM – 2:00 PM,Wednesday: 11:00 AM – 2:00 PM,Thursday: 11:00 AM – 2:00 PM,Friday: 11:00 AM – 2:00 PM,Saturday: 11:00 AM – 2:00 PM,Sunday: Closed
Restaurant Issy les Moulineaux Al San Marco,"31 Av. Victor Cresson, Issy-les-Moulineaux",01 47 36 09 62,https://alsanmarco.com/,restaurant,"Monday: 12:00 – 3:00 PM, 6:00 PM – 12:00 AM","Tuesday: 12:00 – 3:00 PM, 6:00 PM – 12:00 AM","Wednesday: 12:00 – 3:00 PM, 6:00 PM – 12:00 AM","Thursday: 12:00 – 3:00 PM, 6:00 PM – 12:00 AM","Friday: 12:00 – 3:00 PM, 6:00 PM – 12:00 AM","Saturday: 12:00 – 3:00 PM, 6:00 PM – 12:00 AM","Sunday: 12:00 – 3:00 PM, 6:00 PM – 12:00 AM"
Restaurant Epifani,"11-15 Rue André Lefebvre, Paris",01 45 58 38 33,http://restaurantepifani.com/,restaurant,Monday: 12:00 – 3:00 PM,Tuesday: 12:00 – 3:00 PM,Wednesday: 12:00 – 3:00 PM,Thursday: 12:00 – 3:00 PM,"Friday: 12:00 – 3:00 PM, 7:00 – 9:30 PM",Saturday: Closed,Sunday: Closed
Restaurant MANASLU,"5 Rue Aristide Briand, Issy-les-Moulineaux",01 71 17 71 89,http://www.restaurant-manaslu.com/,restaurant,"Monday: 11:15 AM – 3:00 PM, 6:15 – 11:00 PM","Tuesday: 11:15 AM – 3:00 PM, 6:15 – 11:00 PM","Wednesday: 11:15 AM – 3:00 PM, 6:15 – 11:00 PM","Thursday: 11:15 AM – 3:00 PM, 6:15 – 11:00 PM","Friday: 11:15 AM – 3:00 PM, 6:15 – 11:00 PM","Saturday: 11:15 AM – 3:00 PM, 6:15 – 11:00 PM",Sunday: Closed
Via Del Gusto,"344 Rue de Vaugirard, Paris",01 48 28 39 36,https://viadelgusto.fr/,meal_takeaway,Monday: 8:00 AM – 10:30 PM,Tuesday: 8:00 AM – 10:30 PM,Wednesday: 8:00 AM – 10:30 PM,Thursday: 8:00 AM – 10:30 PM,Friday: 8:00 AM – 11:00 PM,Saturday: 8:00 AM – 11:00 PM,Sunday: 8:00 AM – 10:30 PM
Restaurant Traiteur Les Moulins de Beyrouth,"9 Rue du Général Leclerc, Issy-les-Moulineaux",01 41 90 04 67,Not Available,restaurant,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 11:00 PM,Saturday: 11:00 AM – 11:00 PM,Sunday: Closed
Taj Mahal,"4 Rue René Jacques, Issy-les-Moulineaux",09 53 37 54 16,Not Available,restaurant,"Monday: 11:30 AM – 2:30 PM, 6:00 – 11:00 PM","Tuesday: 11:30 AM – 2:30 PM, 6:30 – 11:00 PM","Wednesday: 11:30 AM – 2:30 PM, 6:30 – 11:00 PM","Thursday: 11:30 AM – 2:30 PM, 6:30 – 11:00 PM","Friday: 11:30 AM – 2:30 PM, 6:30 – 11:00 PM","Saturday: 11:30 AM – 2:30 PM, 6:30 – 11:00 PM","Sunday: 11:30 AM – 2:30 PM, 6:30 – 11:00 PM"
Restaurant Goude,"9 Bd Gallieni, Issy-les-Moulineaux",01 47 36 84 76,Not Available,restaurant,Monday: 9:00 AM – 6:00 PM,Tuesday: 9:00 AM – 6:00 PM,Wednesday: 9:00 AM – 6:00 PM,Thursday: 9:00 AM – 6:00 PM,Friday: 9:00 AM – 6:00 PM,Saturday: Closed,Sunday: Closed
Restaurant Paparotti Issy-les-Moulineaux,"12 Pl. Jacques Madaule, Issy-les-Moulineaux",01 58 88 09 02,https://sites.google.com/view/restaurantpaparotti/home,restaurant,"Monday: 12:00 – 3:00 PM, 7:00 – 10:30 PM","Tuesday: 12:00 – 3:00 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 3:00 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 3:00 PM, 7:00 – 10:30 PM","Friday: 12:00 – 3:00 PM, 7:00 – 10:30 PM","Saturday: 12:00 – 3:00 PM, 7:00 – 10:30 PM","Sunday: 12:00 – 3:00 PM, 7:00 – 10:30 PM"
Le Lutèce,"274 Rue Lecourbe, Paris",01 40 60 18 64,Not Available,restaurant,Monday: 7:00 AM – 2:00 AM,Tuesday: 7:00 AM – 2:00 AM,Wednesday: 7:00 AM – 2:00 AM,Thursday: 7:00 AM – 2:00 AM,Friday: 7:00 AM – 2:00 AM,Saturday: 9:00 AM – 2:00 AM,Sunday: Closed
MELTING POPOTE,"2 Rue du Pic de Barrette, Paris",09 50 14 90 79,http://meltingpopote.eatbu.com/,restaurant,Monday: Closed,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 6:00 PM
Restaurant San Francisco,"1 Rue Mirabeau, Paris",01 40 71 04 96,Not Available,bar,Monday: Closed,"Tuesday: 12:00 – 2:15 PM, 7:00 – 10:15 PM","Wednesday: 12:00 – 2:15 PM, 7:00 – 10:15 PM","Thursday: 12:00 – 2:15 PM, 7:00 – 10:15 PM","Friday: 12:00 – 2:15 PM, 7:00 – 10:30 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 10:30 PM",Sunday: Closed
LE k.10 restaurant french oriental,"7 Rue de Cadix, Paris",07 65 71 88 57,https://lepetitcadix-restaurant-paris.eatbu.com/?lang=fr,restaurant,Monday: Closed,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 11:00 PM,Saturday: 11:00 AM – 11:00 PM,Sunday: 11:00 AM – 11:00 PM
Talai Lamo Restaurant,"18 Boulevard Exelmans, Paris",09 53 90 50 96,https://talai-lamo-restaurant-paris.fr/fr,restaurant,Monday: 6:30 AM – 11:00 PM,"Tuesday: 11:30 AM – 2:30 PM, 6:30 – 10:30 PM","Wednesday: 11:30 AM – 2:30 PM, 6:00 – 10:30 PM","Thursday: 11:30 AM – 2:30 PM, 6:00 – 11:00 PM","Friday: 11:30 AM – 2:30 PM, 6:30 – 10:30 PM","Saturday: 11:30 AM – 2:30 PM, 6:00 – 11:00 PM",Sunday: Closed
Restaurant Le palais de shah jahan Depuis 1987,"16 Rue des 4 Frères Peignot, Paris",01 45 78 21 07,Not Available,meal_takeaway,Monday: Closed,"Tuesday: 11:30 AM – 2:30 PM, 6:30 – 11:00 PM","Wednesday: 11:30 AM – 2:30 PM, 6:30 – 11:00 PM","Thursday: 11:30 AM – 2:30 PM, 6:30 – 11:00 PM","Friday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Saturday: 11:30 AM – 2:30 PM, 6:30 – 11:30 PM","Sunday: 11:30 AM – 2:30 PM, 6:30 – 11:00 PM"
Restaurant Issy l'Asie,"7 Rdpt Victor Hugo, Issy-les-Moulineaux",01 46 45 22 12,https://issylasie.com/,restaurant,"Monday: 11:45 AM – 2:30 PM, 6:30 – 10:30 PM","Tuesday: 11:45 AM – 2:30 PM, 6:30 – 10:30 PM","Wednesday: 11:45 AM – 2:30 PM, 6:30 – 10:30 PM","Thursday: 11:45 AM – 2:30 PM, 6:30 – 10:30 PM","Friday: 11:45 AM – 2:30 PM, 6:30 – 10:30 PM","Saturday: 11:45 AM – 2:30 PM, 6:30 – 10:30 PM",Sunday: Closed
Il Giardino,"100 Rue Sadi Carnot, Vanves",01 46 44 66 11,http://www.il-giardino.fr/,meal_takeaway,Monday: 11:45 AM – 2:45 PM,"Tuesday: 11:45 AM – 2:45 PM, 6:45 – 11:00 PM","Wednesday: 11:45 AM – 2:45 PM, 6:45 – 11:00 PM","Thursday: 11:45 AM – 2:45 PM, 6:45 – 11:00 PM","Friday: 11:45 AM – 2:45 PM, 6:45 – 11:00 PM","Saturday: 11:45 AM – 2:45 PM, 6:45 – 11:00 PM",Sunday: Closed
Sawadee,"53 Av. Emile Zola, Paris",01 45 77 68 90,https://www.sawadeethai1988.com/,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 PM – 12:30 AM","Saturday: 12:00 – 2:30 PM, 7:00 PM – 12:30 AM",Sunday: Closed
CUIZINES - Restauration rapide Boulogne,"73 Rue Marcel Dassault, Boulogne-Billancourt",01 41 41 94 68,http://www.cuizines.fr/,restaurant,Monday: 9:00 AM – 3:00 PM,Tuesday: 9:00 AM – 3:00 PM,Wednesday: 9:00 AM – 3:00 PM,Thursday: 9:00 AM – 3:00 PM,Friday: 9:00 AM – 3:00 PM,Saturday: Closed,Sunday: Closed
Marius,"82 Bd Murat, Paris",01 46 51 67 80,https://restaurantmarius.fr/fr/,restaurant,"Monday: 12:00 – 2:30 PM, 7:30 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 7:30 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:30 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:30 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:30 – 10:30 PM",Saturday: 7:30 – 10:30 PM,Sunday: Closed
